name_first_last,weight,mlb_g,height_inches,round_sort,round,draft_type,bats,description,height_feet,pick,year,name_last_first,overall,milb_g,team_full,league_full,primary_position,team_abbrev,birth_date,throws,league_id,school,trans_date,signed_sw,round_desc,mlbamPlayerID,mlbamTeamID
Carl Everett,220,Y,0,1,1,JR,S,June Amateur Draft,6,10,1990,"Everett, Carl",10,Y,New York Yankees,American League,OF,NYY,1971-06-03T00:00:00,R,103,"Hillsborough HS (Tampa, FL)",,N,Round 1,113946,147
Shane Andrews,220,Y,1,1,1,JR,R,June Amateur Draft,6,11,1990,"Andrews, Shane",11,Y,Montreal Expos,National League,SS,MON,1971-08-28T00:00:00,R,104,"Carlsbad HS (Carlsbad, NM)",,N,Round 1,110262,120
Todd Ritchie,205,Y,3,1,1,JR,R,June Amateur Draft,6,12,1990,"Ritchie, Todd",12,Y,Minnesota Twins,American League,P,MIN,1971-11-07T00:00:00,R,103,Duncanville HS (TX),,N,Round 1,121234,142
Donovan Osborne,215,Y,2,1,1,JR,S,June Amateur Draft,6,13,1990,"Osborne, Donovan",13,Y,St. Louis Cardinals,National League,P,STL,1969-06-21T00:00:00,L,104,UNLV,,N,Round 1,120085,138
Todd Van Poppel,235,Y,5,1,1,JR,R,June Amateur Draft,6,14,1990,"Van Poppel, Todd",14,Y,Oakland Athletics,American League,P,OAK,1971-12-09T00:00:00,R,103,"Martin HS (Arlington, TX)",,N,Round 1,123650,133
Adam Hyzdu,220,Y,2,1,1,JR,R,June Amateur Draft,6,15,1990,"Hyzdu, Adam",15,Y,San Francisco Giants,National League,OF,SF,1971-12-06T00:00:00,R,104,"Moeller HS (Cincinnati, OH)",,N,Round 1,283210,137
Dan Smith,190,Y,5,1,1,JR,L,June Amateur Draft,6,16,1990,"Smith, Dan",16,Y,Texas Rangers,American League,P,TEX,1969-04-20T00:00:00,L,103,Creighton,,N,Round 1,137203,140
Jeromy Burnitz,210,Y,0,1,1,JR,L,June Amateur Draft,6,17,1990,"Burnitz, Jeromy",17,Y,New York Mets,National League,OF,NYM,1969-04-15T00:00:00,R,104,Oklahoma State,,N,Round 1,111742,121
Aaron Holbert,180,Y,1,1,1,JR,R,June Amateur Draft,6,18,1990,"Holbert, Aaron",18,Y,St. Louis Cardinals,National League,SS,STL,1973-01-09T00:00:00,R,104,"Jordan HS (Long Beach, CA)",,N,Round 1,116058,138
Eric Christopherson,195,N,0,1,1,JR,R,June Amateur Draft,6,19,1990,"Christopherson, Eric",19,Y,San Francisco Giants,National League,OF,SF,1969-04-25T00:00:00,R,104,San Diego State,,N,Round 1,440406,137
Mike Mussina,190,Y,2,1,1,JR,L,June Amateur Draft,6,20,1990,"Mussina, Mike",20,Y,Baltimore Orioles,American League,P,BAL,1968-12-08T00:00:00,R,103,Stanford,,N,Round 1,119608,110
Thomas Nevers,180,N,0,1,1,JR,R,June Amateur Draft,6,21,1990,"Nevers, Thomas",21,Y,Houston Astros,National League,SS,HOU,1971-09-13T00:00:00,R,104,Edina HS (MN),,N,Round 1,436780,117
Steve Karsay,215,Y,3,1,1,JR,R,June Amateur Draft,6,22,1990,"Karsay, Steve",22,Y,Toronto Blue Jays,American League,P,TOR,1972-03-24T00:00:00,R,103,"Christ the King HS (Queens, NY)",,N,Round 1,116853,141
Lance Dickson,185,Y,0,1,1,JR,R,June Amateur Draft,6,23,1990,"Dickson, Lance",23,Y,Chicago Cubs,National League,P,CHC,1969-10-19T00:00:00,L,104,Arizona,,N,Round 1,113345,112
Rondell White,225,Y,1,1,1,JR,R,June Amateur Draft,6,24,1990,"White, Rondell",24,Y,Montreal Expos,National League,OF,MON,1972-02-23T00:00:00,R,104,"Jones County HS (Gray, GA)",,N,Round 1,124185,120
Robbie Beckett,235,Y,5,1,1,JR,R,June Amateur Draft,6,25,1990,"Beckett, Robbie",25,Y,San Diego Padres,National League,P,SD,1972-07-16T00:00:00,L,104,"McCallum HS (Austin, Texas)",,N,Round 1,110775,135
Donald Peters,190,N,0,1,1,JR,R,June Amateur Draft,6,26,1990,"Peters, Donald",26,Y,Oakland Athletics,American League,P,OAK,1969-10-07T00:00:00,R,103,Saint Francis University,,N,Round 1,440376,133
Mike Zimmerman,180,N,0,1,CA,JR,R,June Amateur Draft,6,1,1990,"Zimmerman, Mike",27,Y,Pittsburgh Pirates,National League,P,PIT,1969-02-06T00:00:00,R,104,South Alabama,,N,Compensation A,527090,134
Gabe White,205,Y,2,1,CA,JR,L,June Amateur Draft,6,2,1990,"White, Gabe",28,Y,Montreal Expos,National League,P,MON,1971-11-20T00:00:00,L,104,Sebring HS (FL),,N,Compensation A,124171,120
Midre Cummings,225,Y,0,1,CA,JR,L,June Amateur Draft,6,3,1990,"Cummings, Midre",29,Y,Minnesota Twins,American League,OF,MIN,1971-10-14T00:00:00,R,103,Edison HS (Miami),,N,Compensation A,112937,142
Paul Ellis,205,N,2,1,CA,JR,L,June Amateur Draft,6,4,1990,"Ellis, Paul",30,Y,St. Louis Cardinals,National League,C,STL,1968-11-12T00:00:00,R,104,UCLA,,N,Compensation A,439373,138
Brian Williams,195,Y,2,1,CA,JR,R,June Amateur Draft,6,5,1990,"Williams, Brian",31,Y,Houston Astros,National League,P,HOU,1969-02-15T00:00:00,R,104,South Carolina,,N,Compensation A,124291,117
Scott Sanders,220,Y,4,1,CA,JR,R,June Amateur Draft,6,6,1990,"Sanders, Scott",32,Y,San Diego Padres,National League,P,SD,1969-03-25T00:00:00,R,104,Nicholls State,,N,Compensation A,121676,135
Marcus Jensen,205,Y,4,1,CA,JR,S,June Amateur Draft,6,7,1990,"Jensen, Marcus",33,Y,San Francisco Giants,National League,C,SF,1972-12-14T00:00:00,R,104,"Skyline HS (Oakland, CA)",,N,Compensation A,116534,137
Dave Zancanaro,170,N,1,1,CA,JR,S,June Amateur Draft,6,8,1990,"Zancanaro, Dave",34,Y,Oakland Athletics,American League,P,OAK,1969-01-08T00:00:00,L,103,UCLA,,N,Compensation A,442379,133
Stan Spencer,225,Y,4,1,CA,JR,R,June Amateur Draft,6,9,1990,"Spencer, Stan",35,Y,Montreal Expos,National League,P,MON,1969-08-07T00:00:00,R,104,Stanford,,N,Compensation A,136461,120
Kirk Dressendorfer,190,Y,11,1,CA,JR,R,June Amateur Draft,5,10,1990,"Dressendorfer, Kirk",36,Y,Oakland Athletics,American League,P,OAK,1969-04-08T00:00:00,R,103,Texas,,N,Compensation A,113559,133
Ben Van Ryn,185,Y,5,1,CA,JR,L,June Amateur Draft,6,11,1990,"Van Ryn, Ben",37,Y,Montreal Expos,National League,P,MON,1971-08-09T00:00:00,L,104,"East Noble HS (Kendaliville, IN)",,N,Compensation A,123652,120
Anthony Manahan,190,N,0,1,CA,JR,R,June Amateur Draft,6,12,1990,"Manahan, Anthony",38,Y,Seattle Mariners,American League,SS,SEA,1968-12-16T00:00:00,R,103,Arizona State,,N,Compensation A,442433,136
Samuel Hence,185,N,0,1,CA,JR,R,June Amateur Draft,6,13,1990,"Hence, Samuel",39,Y,Cleveland Indians,American League,OF,CLE,1971-01-03T00:00:00,R,103,"Stone County HS (Wiggins, MS)",,N,Compensation A,441433,114
Stanley Robertson,190,N,1,1,CA,JR,R,June Amateur Draft,6,14,1990,"Robertson, Stanley",40,Y,Montreal Expos,National League,OF,MON,1971-12-11T00:00:00,R,104,Plainview HS (TX),,N,Compensation A,437022,120
Frankie Rodriguez,210,Y,0,2,2,JR,R,June Amateur Draft,6,1,1990,"Rodriguez, Frankie",41,Y,Boston Red Sox,American League,P,BOS,1972-12-11T00:00:00,R,103,"Eastern District HS (Brooklyn, NY)",,N,Round 2,121355,111
Curt Shaw,190,N,1,2,2,JR,L,June Amateur Draft,6,2,1990,"Shaw, Curt",42,Y,Oakland Athletics,American League,P,OAK,1969-08-16T00:00:00,L,103,Kansas,,N,Round 2,442360,133
Tim Schweitzer,197,N,1,2,2,JR,L,June Amateur Draft,6,3,1990,"Schweitzer, Tim",43,N,Philadelphia Phillies,National League,P,PHI,1971-11-15T00:00:00,L,104,Reedsport HS (OR),,N,Round 2,436314,143
Bob Wickman,240,Y,1,2,2,JR,R,June Amateur Draft,6,4,1990,"Wickman, Bob",44,Y,Chicago White Sox,American League,P,CWS,1969-02-06T00:00:00,R,103,Wisconsin - Whitewater,,N,Round 2,124233,145
Robert Eenhoorn,170,Y,3,2,2,JR,R,June Amateur Draft,6,5,1990,"Eenhoorn, Robert",45,Y,New York Yankees,American League,SS,NYY,1968-02-09T00:00:00,R,103,Davidson,,N,Round 2,113764,147
Darrell Whitmore,210,Y,1,2,2,JR,L,June Amateur Draft,6,6,1990,"Whitmore, Darrell",46,Y,Cleveland Indians,American League,OF,CLE,1968-11-18T00:00:00,R,103,West Virginia,,N,Round 2,124217,114
Keith Gordon,205,Y,1,2,2,JR,R,June Amateur Draft,6,7,1990,"Gordon, Keith",47,Y,Cincinnati Reds,National League,SS,CIN,1969-01-22T00:00:00,R,104,Wright State,,N,Round 2,114968,113
Patrick Bryant,182,N,11,2,2,JR,R,June Amateur Draft,5,8,1990,"Bryant, Patrick",48,Y,Cleveland Indians,American League,OF,CLE,1972-10-27T00:00:00,R,103,"Cleveland HS (Reseda, CA)",,N,Round 2,441434,114
Michael Hardge,185,N,11,2,2,JR,R,June Amateur Draft,5,9,1990,"Hardge, Michael",49,Y,Montreal Expos,National League,SS,MON,1972-01-27T00:00:00,R,104,"Ellison HS (Killeen, TX)",,N,Round 2,440103,120
Tavo Alvarez,245,Y,3,2,2,JR,R,June Amateur Draft,6,10,1990,"Alvarez, Tavo",50,Y,Montreal Expos,National League,P,MON,1971-11-25T00:00:00,R,104,Tucson HS (AZ),,N,Round 2,110204,120
Chris Haney,210,Y,3,2,2,JR,L,June Amateur Draft,6,11,1990,"Haney, Chris",51,Y,Montreal Expos,National League,P,MON,1968-11-16T00:00:00,L,104,Charlotte,,N,Round 2,115415,120
Jayhawk Owens,210,Y,1,2,2,JR,R,June Amateur Draft,6,12,1990,"Owens, Jayhawk",52,Y,Minnesota Twins,American League,C,MIN,1969-02-10T00:00:00,R,103,Middle Tennessee State,,N,Round 2,120139,142
Chris Martin,178,N,0,2,2,JR,R,June Amateur Draft,6,13,1990,"Martin, Chris",53,Y,Montreal Expos,National League,SS,MON,1968-01-25T00:00:00,R,104,Pepperdine,,N,Round 2,436046,120
Allen Baber,170,N,1,2,2,JR,R,June Amateur Draft,6,14,1990,"Baber, Allen",54,Y,Milwaukee Brewers,American League,OF,MIL,1972-05-15T00:00:00,R,103,"Grant HS (Sacramento, CA)",,N,Round 2,440104,158
Gary Mota,200,N,1,2,2,JR,R,June Amateur Draft,6,15,1990,"Mota, Gary",55,Y,Houston Astros,National League,OF,HOU,1970-10-06T00:00:00,R,104,Cal State Fullerton,,N,Round 2,443113,117
Michael Schiefelbein,190,N,1,2,2,JR,R,June Amateur Draft,6,16,1990,"Schiefelbein, Michael",56,Y,Texas Rangers,American League,P,TEX,1972-08-08T00:00:00,R,103,"Chatfield HS (Littleton, CO)",,N,Round 2,438555,140
Aaron Ledesma,200,Y,2,2,2,JR,R,June Amateur Draft,6,17,1990,"Ledesma, Aaron",57,Y,New York Mets,National League,SS,NYM,1971-06-03T00:00:00,R,104,Chabot College,,N,Round 2,117597,121
Ron Caridad,185,N,10,2,2,JR,R,June Amateur Draft,5,18,1990,"Caridad, Ron",58,Y,Minnesota Twins,American League,P,MIN,1972-03-22T00:00:00,R,103,Westminster HS (Miami),,N,Round 2,440617,142
Keith Grunewald,185,N,1,2,2,JR,S,June Amateur Draft,6,19,1990,"Grunewald, Keith",59,Y,Detroit Tigers,American League,SS,DET,1971-10-15T00:00:00,R,103,"Walton HS (Marietta, GA)",,N,Round 2,437810,116
Erik Schullstrom,220,Y,5,2,2,JR,R,June Amateur Draft,6,20,1990,"Schullstrom, Erik",60,Y,Baltimore Orioles,American League,P,BAL,1969-03-25T00:00:00,R,103,Fresno State,,N,Round 2,121876,110
Jose Prado,206,N,1,2,2,JR,R,June Amateur Draft,6,21,1990,"Prado, Jose",61,Y,San Francisco Giants,National League,P,SF,1972-05-09T00:00:00,R,104,"Coral Gables HS (Miami, FL)",,N,Round 2,437111,137
Chris Weinke,205,N,4,2,2,JR,L,June Amateur Draft,6,22,1990,"Weinke, Chris",62,Y,Toronto Blue Jays,American League,3B,TOR,1972-07-31T00:00:00,R,103,"Cretin HS (St.Paul, MN)",,N,Round 2,442943,141
Ryan Hawblitzel,170,Y,2,2,2,JR,R,June Amateur Draft,6,23,1990,"Hawblitzel, Ryan",63,Y,Chicago Cubs,National League,P,CHC,1971-04-30T00:00:00,R,104,"Leonard HS (West Palm Beach, FL)",,N,Round 2,115623,112
Phil Leftwich,205,Y,5,2,2,JR,R,June Amateur Draft,6,24,1990,"Leftwich, Phil",64,Y,California Angels,American League,P,CAL,1969-05-19T00:00:00,R,103,Radford,,N,Round 2,117631,108
Eric Helfand,195,Y,0,2,2,JR,L,June Amateur Draft,6,25,1990,"Helfand, Eric",65,Y,Oakland Athletics,American League,C,OAK,1969-03-25T00:00:00,R,103,Arizona State,,N,Round 2,115725,133
Gary Hust,200,N,4,2,2,JR,R,June Amateur Draft,6,26,1990,"Hust, Gary",66,Y,Oakland Athletics,American League,OF,OAK,1972-03-15T00:00:00,R,103,Petal HS (MS),,N,Round 2,442369,133
Eric Maloney,225,N,3,3,3,JR,R,June Amateur Draft,6,1,1990,"Maloney, Eric",67,N,Chicago White Sox,American League,P,CWS,1971-11-30T00:00:00,R,103,Carmel for Boys HS (IN),,N,Round 3,443375,145
Leroy Williams,190,N,0,3,3,JR,R,June Amateur Draft,6,2,1990,"Williams, Leroy",68,Y,Los Angeles Dodgers,National League,SS,LA,1972-04-13T00:00:00,R,104,East St. John HS (LA),,N,Round 3,443949,119
Jeff Williams,230,N,4,3,3,JR,R,June Amateur Draft,6,3,1990,"Williams, Jeff",69,Y,Baltimore Orioles,American League,P,BAL,1969-04-16T00:00:00,R,103,Wichita State,,N,Round 3,442352,110
Joe Rosselli,170,Y,1,3,3,JR,R,June Amateur Draft,6,4,1990,"Rosselli, Joe",70,Y,San Francisco Giants,National League,P,SF,1972-05-28T00:00:00,L,104,"Bishop Alemany HS (Mission Hills, CA),",,N,Round 3,121482,137
Tim Hyers,185,Y,1,3,3,JR,L,June Amateur Draft,6,5,1990,"Hyers, Tim",71,Y,Toronto Blue Jays,American League,1B,TOR,1971-10-03T00:00:00,L,103,Newton County HS (GA),,N,Round 3,116377,141
Troy Bradford,190,N,2,3,3,JR,R,June Amateur Draft,6,6,1990,"Bradford, Troy",72,Y,Chicago Cubs,National League,P,CHC,1969-02-25T00:00:00,R,104,Arizona,,N,Round 3,437018,112
Scott Freeman,190,N,1,3,3,JR,R,June Amateur Draft,6,7,1990,"Freeman, Scott",73,Y,Los Angeles Dodgers,National League,P,LA,1969-01-24T00:00:00,R,104,Wyoming,,N,Round 3,436965,119
Lansing Marks,195,N,1,3,3,JR,R,June Amateur Draft,6,8,1990,"Marks, Lansing",74,Y,Atlanta Braves,National League,OF,ATL,1971-08-12T00:00:00,R,104,"Dana Hills HS (Dana Point, CA)",,N,Round 3,440108,144
Vincent Bradford,195,N,3,3,3,JR,R,June Amateur Draft,6,9,1990,"Bradford, Vincent",75,Y,Detroit Tigers,American League,OF,DET,1972-01-22T00:00:00,R,103,Malvern HS (AR),,N,Round 3,436803,116
Danny Larson,190,N,2,3,3,JR,L,June Amateur Draft,6,10,1990,"Larson, Danny",76,Y,Philadelphia Phillies,National League,OF,PHI,1972-01-24T00:00:00,L,104,Birmingham HS (CA),,N,Round 3,440622,143
Robert Ellis,220,Y,5,3,3,JR,R,June Amateur Draft,6,11,1990,"Ellis, Robert",77,Y,Chicago White Sox,American League,P,CWS,1970-12-15T00:00:00,R,103,Panola College,,N,Round 3,113819,145
Jamie Ogden,215,N,5,3,3,JR,L,June Amateur Draft,6,12,1990,"Ogden, Jamie",78,Y,Minnesota Twins,American League,1B,MIN,1972-01-19T00:00:00,L,103,White Bear Lake HS (MN),,N,Round 3,443783,142
Dave Fleming,200,Y,3,3,3,JR,L,June Amateur Draft,6,13,1990,"Fleming, Dave",79,Y,Seattle Mariners,American League,P,SEA,1969-11-07T00:00:00,L,103,Georgia,,N,Round 3,114226,136
Daniel Tobin,200,N,0,3,3,JR,R,June Amateur Draft,6,14,1990,"Tobin, Daniel",80,Y,Cincinnati Reds,National League,P,CIN,1971-10-17T00:00:00,R,104,"Dowagiac Union HS (Dowagiac, MI)",,N,Round 3,438277,113
Jason Hardtke,175,Y,10,3,3,JR,S,June Amateur Draft,5,15,1990,"Hardtke, Jason",81,Y,Cleveland Indians,American League,SS,CLE,1971-09-15T00:00:00,R,103,"Leland HS (San Jose, CA)",,N,Round 3,115459,114
John Schulte,170,N,9,3,3,JR,L,June Amateur Draft,5,16,1990,"Schulte, John",82,Y,Pittsburgh Pirates,National League,OF,PIT,1972-04-06T00:00:00,R,104,"Brenham HS (Brenham, TX)",,N,Round 3,443118,134
Tate Seefried,206,N,4,3,3,JR,L,June Amateur Draft,6,17,1990,"Seefried, Tate",83,Y,New York Yankees,American League,1B,NYY,1972-04-22T00:00:00,R,103,El Segundo HS (CA),,N,Round 3,440927,147
Michael Mathile,220,N,4,3,3,JR,R,June Amateur Draft,6,18,1990,"Mathile, Michael",84,Y,Montreal Expos,National League,P,MON,1968-11-24T00:00:00,R,104,Wright State,,N,Round 3,436063,120
Rich Becker,199,Y,10,3,3,JR,L,June Amateur Draft,5,19,1990,"Becker, Rich",85,Y,Minnesota Twins,American League,OF,MIN,1972-02-01T00:00:00,L,103,"Aurora West HS (Aurora, IL)",,N,Round 3,110772,142
Marc Ronan,190,Y,2,3,3,JR,L,June Amateur Draft,6,20,1990,"Ronan, Marc",86,Y,St. Louis Cardinals,National League,C,STL,1969-09-19T00:00:00,R,104,Florida State,,N,Round 3,121430,138
Michael Carter,170,N,9,3,3,JR,R,June Amateur Draft,5,21,1990,"Carter, Michael",87,Y,Milwaukee Brewers,American League,SS,MIL,1969-05-05T00:00:00,R,103,Livingston University,,N,Round 3,440112,158
Chris Hatcher,220,Y,3,3,3,JR,R,June Amateur Draft,6,22,1990,"Hatcher, Chris",88,Y,Houston Astros,National League,OF,HOU,1969-01-07T00:00:00,R,104,Iowa,,N,Round 3,136721,117
Bobby Reed,195,N,5,3,3,JR,R,June Amateur Draft,6,23,1990,"Reed, Bobby",89,Y,Texas Rangers,American League,P,TEX,1967-10-03T00:00:00,R,103,Mississippi State,,N,Round 3,443971,140
Micah Franklin,205,Y,0,3,3,JR,S,June Amateur Draft,6,24,1990,"Franklin, Micah",90,Y,New York Mets,National League,OF,NYM,1972-04-25T00:00:00,R,104,"Lincoln HS (San Francisco, CA)",,N,Round 3,114385,121
Walt McKeel,200,Y,2,3,3,JR,R,June Amateur Draft,6,25,1990,"McKeel, Walt",91,Y,Boston Red Sox,American League,OF,BOS,1972-01-17T00:00:00,R,103,"Greene Central HS (Snow Hill, NC)",,N,Round 3,118771,111
Jerrey Thurston,225,N,4,3,3,JR,R,June Amateur Draft,6,26,1990,"Thurston, Jerrey",92,Y,San Diego Padres,National League,C,SD,1972-04-17T00:00:00,R,104,"Lake Brantley HS (Altamonte Springs, FL)",,N,Round 3,443962,135
Mike Thomas,205,Y,2,3,3,JR,L,June Amateur Draft,6,27,1990,"Thomas, Mike",93,Y,Baltimore Orioles,American League,OF,BAL,1969-09-02T00:00:00,L,103,"Richmond County HS (Rockingham, NC)",,N,Round 3,123258,110
Rick Huisman,200,Y,3,3,3,JR,R,June Amateur Draft,6,28,1990,"Huisman, Rick",94,Y,San Francisco Giants,National League,P,SF,1969-05-17T00:00:00,R,104,Lewis University,,N,Round 3,116297,137
Felipe Crespo,200,Y,11,3,3,JR,S,June Amateur Draft,5,29,1990,"Crespo, Felipe",95,Y,Toronto Blue Jays,American League,OF,TOR,1973-03-05T00:00:00,R,103,"Notre Dame HS (Caguas, PR)",,N,Round 3,112822,141
James Parker,200,N,3,3,3,JR,R,June Amateur Draft,6,30,1990,"Parker, James",96,Y,Chicago Cubs,National League,P,CHC,1967-11-03T00:00:00,R,104,Clemson,,N,Round 3,437020,112
Brandon Markiewicz,200,N,3,3,3,JR,R,June Amateur Draft,6,31,1990,"Markiewicz, Brandon",97,Y,California Angels,American League,SS,CAL,1972-06-15T00:00:00,R,103,"Dixie Hollins HS (St. Petersburg, FL)",,N,Round 3,442198,108
Shayne Rea,215,N,3,3,3,JR,R,June Amateur Draft,6,32,1990,"Rea, Shayne",98,Y,Kansas City Royals,American League,P,KC,1971-02-13T00:00:00,R,103,Hendry Ford CC,,N,Round 3,441465,118
Chaon Garland,190,N,5,3,3,JR,R,June Amateur Draft,6,33,1990,"Garland, Chaon",99,Y,Oakland Athletics,American League,P,OAK,1969-10-29T00:00:00,R,103,Haverford College,,N,Round 3,442209,133
Johnny Walker,200,N,2,4,4,JR,R,June Amateur Draft,6,1,1990,"Walker, Johnny",100,N,Atlanta Braves,National League,OF,ATL,1972-07-29T00:00:00,R,104,Texas,,N,Round 4,450400,144
Brien Taylor,220,N,3,1,1,JR,L,June Amateur Draft,6,1,1991,"Taylor, Brien",1,Y,New York Yankees,American League,P,NYY,1971-12-26T00:00:00,L,103,"East Carteret HS (Beaufort, NC)",,N,Round 1,447688,147
Mike Kelly,195,Y,4,1,1,JR,R,June Amateur Draft,6,2,1991,"Kelly, Mike",2,Y,Atlanta Braves,National League,OF,ATL,1970-06-02T00:00:00,R,104,Arizona State,,N,Round 1,116954,144
Dave McCarty,210,Y,5,1,1,JR,R,June Amateur Draft,6,3,1991,"McCarty, Dave",3,Y,Minnesota Twins,American League,1B,MIN,1969-11-23T00:00:00,L,103,Stanford,,N,Round 1,118560,142
Dmitri Young,295,Y,2,1,1,JR,S,June Amateur Draft,6,4,1991,"Young, Dmitri",4,Y,St. Louis Cardinals,National League,SS,STL,1973-10-11T00:00:00,R,104,"Rio Mesa HS (Oxnard, CA)",,N,Round 1,124693,138
Ken Henderson,190,N,5,1,1,JR,R,June Amateur Draft,6,5,1991,"Henderson, Ken",5,Y,Milwaukee Brewers,American League,P,MIL,1973-02-14T00:00:00,R,103,Ringgold HS (GA),,N,Round 1,443693,158
John Burke,220,Y,4,1,1,JR,S,June Amateur Draft,6,6,1991,"Burke, John",6,Y,Houston Astros,National League,P,HOU,1970-02-09T00:00:00,R,104,Florida,,N,Round 1,111721,117
Joe Vitiello,220,Y,3,1,1,JR,R,June Amateur Draft,6,7,1991,"Vitiello, Joe",7,Y,Kansas City Royals,American League,OF,KC,1970-04-11T00:00:00,R,103,Alabama,,N,Round 1,123740,118
Joey Hamilton,240,Y,4,1,1,JR,R,June Amateur Draft,6,8,1991,"Hamilton, Joey",8,Y,San Diego Padres,National League,P,SD,1970-09-09T00:00:00,R,104,Georgia Southern,,N,Round 1,115383,135
Mark Smith,235,Y,3,1,1,JR,R,June Amateur Draft,6,9,1991,"Smith, Mark",9,Y,Baltimore Orioles,American League,OF,BAL,1970-05-07T00:00:00,R,103,Southern California,,N,Round 1,122432,110
Tyler Green,185,Y,5,1,1,JR,R,June Amateur Draft,6,10,1991,"Green, Tyler",10,Y,Philadelphia Phillies,National League,P,PHI,1970-02-18T00:00:00,R,104,Wichita State,,N,Round 1,115095,143
Shawn Estes,210,Y,1,1,1,JR,R,June Amateur Draft,6,11,1991,"Estes, Shawn",11,Y,Seattle Mariners,American League,P,SEA,1973-02-18T00:00:00,L,103,"Douglas HS (Minden, NV)",,N,Round 1,113915,136
Doug Glanville,175,Y,2,1,1,JR,R,June Amateur Draft,6,12,1991,"Glanville, Doug",12,Y,Chicago Cubs,National League,OF,CHC,1970-08-25T00:00:00,R,104,Pennsylvania,,N,Round 1,114844,112
Manny Ramirez,225,Y,0,1,1,JR,R,June Amateur Draft,6,13,1991,"Ramirez, Manny",13,Y,Cleveland Indians,American League,3B,CLE,1972-05-30T00:00:00,R,103,"George Washington HS (New York, NY)",,N,Round 1,120903,114
Cliff Floyd,230,Y,4,1,1,JR,L,June Amateur Draft,6,14,1991,"Floyd, Cliff",14,Y,Montreal Expos,National League,1B,MON,1972-12-05T00:00:00,R,104,"Thornwood HS (South Holland, IL)",,N,Round 1,114260,120
Tyrone Hill,215,N,6,1,1,JR,L,June Amateur Draft,6,15,1991,"Hill, Tyrone",15,Y,Milwaukee Brewers,American League,P,MIL,1972-03-07T00:00:00,L,103,Yucaipa HS (CA),,N,Round 1,439586,158
Shawn Green,190,Y,4,1,1,JR,L,June Amateur Draft,6,16,1991,"Green, Shawn",16,Y,Toronto Blue Jays,American League,OF,TOR,1972-11-10T00:00:00,L,103,Tustin HS (CA),,N,Round 1,115094,141
Eduardo Perez,240,Y,4,1,1,JR,R,June Amateur Draft,6,17,1991,"Perez, Eduardo",17,Y,California Angels,American League,1B,CAL,1969-09-11T00:00:00,R,103,Florida State,,N,Round 1,120408,108
Al Shirley,210,N,2,1,1,JR,R,June Amateur Draft,6,18,1991,"Shirley, Al",18,Y,New York Mets,National League,OF,NYM,1973-10-18T00:00:00,R,104,"George Washington HS (Danville, VA)",,N,Round 1,440954,121
Benji Gil,210,Y,2,1,1,JR,R,June Amateur Draft,6,19,1991,"Gil, Benji",19,Y,Texas Rangers,American League,SS,TEX,1972-10-06T00:00:00,R,103,"Castle Park HS (Chula Vista, CA)",,N,Round 1,114768,140
Pokey Reese,190,Y,11,1,1,JR,R,June Amateur Draft,5,20,1991,"Reese, Pokey",20,Y,Cincinnati Reds,National League,SS,CIN,1973-06-10T00:00:00,R,104,"Lower Richland HS (Hopkins, SC)",,N,Round 1,121009,113
Allen Watson,212,Y,1,1,1,JR,L,June Amateur Draft,6,21,1991,"Watson, Allen",21,Y,St. Louis Cardinals,National League,P,STL,1970-11-18T00:00:00,L,104,New York City College of Technology,,N,Round 1,123982,138
Brian Barber,170,Y,1,1,1,JR,R,June Amateur Draft,6,22,1991,"Barber, Brian",22,Y,St. Louis Cardinals,National League,P,STL,1973-03-04T00:00:00,R,104,"Dr. Phillips HS (Orlando, FL)",,N,Round 1,110548,138
Aaron Sele,220,Y,3,1,1,JR,R,June Amateur Draft,6,23,1991,"Sele, Aaron",23,Y,Boston Red Sox,American League,P,BOS,1970-06-25T00:00:00,R,103,Washington State,,N,Round 1,121986,111
Jonathan Farrell,185,N,2,1,1,JR,R,June Amateur Draft,6,24,1991,"Farrell, Jonathan",24,Y,Pittsburgh Pirates,National League,C,PIT,1971-07-30T00:00:00,R,104,Florida Junior College,,N,Round 1,439173,134
Scott Ruffcorn,210,Y,4,1,1,JR,R,June Amateur Draft,6,25,1991,"Ruffcorn, Scott",25,Y,Chicago White Sox,American League,P,CWS,1969-12-29T00:00:00,R,103,Baylor,,N,Round 1,121544,145
Brent Gates,180,Y,1,1,1,JR,S,June Amateur Draft,6,26,1991,"Gates, Brent",26,Y,Oakland Athletics,American League,SS,OAK,1970-03-14T00:00:00,R,103,Minnesota,,N,Round 1,114654,133
Scott Stahoviak,210,Y,5,1,C,JR,L,June Amateur Draft,6,1,1991,"Stahoviak, Scott",27,Y,Minnesota Twins,American League,3B,MIN,1970-03-06T00:00:00,R,103,Creighton,,N,Compensation,122641,142
Tom McKinnon,238,N,5,1,C,JR,L,June Amateur Draft,6,2,1991,"McKinnon, Tom",28,Y,St. Louis Cardinals,National League,P,STL,1973-05-16T00:00:00,R,104,"Jordan HS (Long Beach, CA)",,N,Compensation,436452,138
Shanetone Livsey,170,N,0,1,C,JR,S,June Amateur Draft,6,3,1991,"Livsey, Shanetone",29,Y,Houston Astros,National League,SS,HOU,1973-07-21T00:00:00,R,104,"Simeon HS (Chicago, IL)",,N,Compensation,442982,117
